"","gene_id_bf","gene_id_af","family"
"1967","GRMZM2G434203","Zm00001d017591","ERF"
"1968","GRMZM2G435015","Zm00001d021172","bHLH"
"1969","GRMZM2G435475","Zm00001d038693","Dof"
"1970","GRMZM2G435824","Zm00001d025483","NAC"
"1971","GRMZM2G436344","Zm00001d046774","C2H2"
"1972","GRMZM2G437460","Zm00001d043922","ARF"
"1973","GRMZM2G437481","Zm00001d025727","bHLH"
"1974","GRMZM2G438202","Zm00001d026271","ERF"
"1975","GRMZM2G438260","Zm00001d004230","HD-ZIP"
"1976","GRMZM2G438293","Zm00001d012273","bZIP"
"1977","GRMZM2G438438","Zm00001d032175","ZF-HD"
"1978","GRMZM2G438652","Zm00001d018729","bZIP"
"1979","GRMZM2G439903","Zm00001d052564","NAC"
"1980","GRMZM2G440529","Zm00001d043248","bHLH"
"1981","GRMZM2G440949","Zm00001d038557","NF-YC"
"1982","GRMZM2G441031","Zm00001d023336","WRKY"
"1983","GRMZM2G441115","Zm00001d048697","M-type_MADS"
"1984","GRMZM2G441325","Zm00001d038698","ARF"
"1985","GRMZM2G443109","Zm00001d019487","C2H2"
"1986","GRMZM2G443202","Zm00001d044311","MYB_related"
"1987","GRMZM2G444073","Zm00001d049485","NF-YB"
"1988","GRMZM2G444748","Zm00001d015153","bZIP"
"1989","GRMZM2G445575","Zm00001d026398","bZIP"
"1990","GRMZM2G445684","Zm00001d031416","C2H2"
"1991","GRMZM2G445944","Zm00001d018530","TCP"
"1992","GRMZM2G446426","Zm00001d052648","M-type_MADS"
"1993","GRMZM2G446515","Zm00001d019756","BES1"
"1994","GRMZM2G447176","Zm00001d033466","LBD"
"1995","GRMZM2G447551","Zm00001d028007","CAMTA"
"1996","GRMZM2G447745","Zm00001d035470","MYB_related"
"1997","GRMZM2G448104","Zm00001d026362","MYB_related"
"1998","GRMZM2G448605","Zm00001d009595","WRKY"
"1999","GRMZM2G448607","Zm00001d035440","bZIP"
"2000","GRMZM2G449165","Zm00001d012734","VOZ"
"2001","GRMZM2G449681","Zm00001d010399","WRKY"
"2002","GRMZM2G449950","Zm00001d051700","Dof"
"2003","GRMZM2G450445","Zm00001d003293","NAC"
"2004","GRMZM2G450459","Zm00001d038081","SRS"
"2005","GRMZM2G451031","Zm00001d043116","AP2"
"2006","GRMZM2G451035","Zm00001d052358","WRKY"
"2007","GRMZM2G451116","Zm00001d044118","MYB_related"
"2008","GRMZM2G451771","Zm00001d024790","Dof"
"2009","GRMZM2G452178","Zm00001d007842","TALE"
"2010","GRMZM2G452996","Zm00001d027753","bHLH"
"2011","GRMZM2G453001","Zm00001d027752","STAT"
"2012","GRMZM2G453571","Zm00001d039032","WRKY"
"2013","GRMZM2G454022","Zm00001d008404","bHLH"
"2014","GRMZM2G454449","Zm00001d046981","G2-like"
"2015","GRMZM2G455869","Zm00001d013399","MYB"
"2016","GRMZM2G455889","Zm00001d006736","C2H2"
"2017","GRMZM2G456452","Zm00001d032578","Dof"
"2018","GRMZM2G456568","Zm00001d038227","NAC"
"2019","GRMZM2G456960","Zm00001d008229","MYB_related"
"2020","GRMZM2G457562","Zm00001d010175","ERF"
"2021","GRMZM2G458087","Zm00001d025249","TCP"
"2022","GRMZM2G458437","Zm00001d007119","ERF"
"2023","GRMZM2G458728","Zm00001d053151","TALE"
"2024","GRMZM2G459156","Zm00001d045616","NAC"
"2025","GRMZM2G459540","Zm00001d031277","C2H2"
"2026","GRMZM2G459614","Zm00001d050143","C2H2"
"2027","GRMZM2G459864","Zm00001d024389","M-type_MADS"
"2028","GRMZM2G460544","Zm00001d052890","SBP"
"2029","GRMZM2G460869","Zm00001d040428","MYB"
"2030","GRMZM2G461905","Zm00001d028069","AP2"
"2031","GRMZM2G461907","Zm00001d028068","ERF"
"2032","GRMZM2G462417","Zm00001d052395","ZF-HD"
"2033","GRMZM2G462623","Zm00001d011597","E2F/DP"
"2034","GRMZM2G463133","Zm00001d011212","bHLH"
"2035","GRMZM2G463525","Zm00001d040455","Dof"
"2036","GRMZM2G463730","Zm00001d034282","FAR1"
"2037","GRMZM2G464037","Zm00001d052431","GATA"
"2038","GRMZM2G464580","Zm00001d029553","C2H2"
"2039","GRMZM2G465091","Zm00001d025896","TCP"
"2040","GRMZM2G465595","Zm00001d028361","C2H2"
"2041","GRMZM2G465835","Zm00001d038289","NAC"
"2042","GRMZM2G466044","Zm00001d017462","ERF"
"2043","GRMZM2G468056","Zm00001d012505","WRKY"
"2044","GRMZM2G468479","Zm00001d039475","MYB_related"
"2045","GRMZM2G469551","Zm00001d032681","HD-ZIP"
"2046","GRMZM2G469873","Zm00001d050698","Trihelix"
"2047","GRMZM2G470307","Zm00001d039306","MYB"
"2048","GRMZM2G470422","Zm00001d034783","C2H2"
"2049","GRMZM2G470974","Zm00001d023285","ZF-HD"
"2050","GRMZM2G471039","Zm00001d003494","MYB_related"
"2051","GRMZM2G471600","Zm00001d010280","G2-like"
"2052","GRMZM2G471635","Zm00001d050016","bHLH"
"2053","GRMZM2G472096","Zm00001d019214","M-type_MADS"
"2054","GRMZM2G472100","Zm00001d019213","M-type_MADS"
"2055","GRMZM2G472589","Zm00001d053437","Nin-like"
"2056","GRMZM2G472671","Zm00001d031717","bHLH"
"2057","GRMZM2G473152","Zm00001d042196","NF-YB"
"2058","GRMZM2G473274","Zm00001d048455","bZIP"
"2059","GRMZM2G474326","Zm00001d043491","ERF"
"2060","GRMZM2G474656","Zm00001d038811","HB-PHD"
"2061","GRMZM2G475014","Zm00001d031164","NAC"
"2062","GRMZM2G475017","Zm00001d008323","C3H"
"2063","GRMZM2G475263","Zm00001d039267","ARF"
"2064","GRMZM2G475289","Zm00001d027419","bHLH"
"2065","GRMZM2G475305","Zm00001d039266","Nin-like"
"2066","GRMZM2G475678","Zm00001d002760","ERF"
"2067","GRMZM2G475984","Zm00001d039531","WRKY"
"2068","GRMZM2G477238","Zm00001d016175","G2-like"
"2069","GRMZM2G477287","Zm00001d029679","ERF"
"2070","GRMZM2G477415","Zm00001d014628","HD-ZIP"
"2071","GRMZM2G477533","Zm00001d049236","MYB_related"
"2072","GRMZM2G478396","Zm00001d012330","WOX"
"2073","GRMZM2G478417","Zm00001d031790","bZIP"
"2074","GRMZM2G478501","Zm00001d039957","NF-YB"
"2075","GRMZM2G478965","Zm00001d019098","ERF"
"2076","GRMZM2G479110","Zm00001d018380","ARR-B"
"2077","GRMZM2G479760","Zm00001d018178","bZIP"
"2078","GRMZM2G479885","Zm00001d030617","bZIP"
"2079","GRMZM2G479980","Zm00001d018773","NAC"
"2080","GRMZM2G480434","Zm00001d031499","ERF"
"2081","GRMZM2G480621","Zm00001d001775","NF-YB"
"2082","GRMZM2G481163","Zm00001d029974","Trihelix"
"2083","GRMZM2G481280","Zm00001d035155","bHLH"
"2084","GRMZM2G481668","Zm00001d038216","ERF"
"2085","GRMZM2G496770","Zm00001d051267","MYB"
"2086","GRMZM2G516301","Zm00001d008793","WRKY"
"2087","GRMZM2G522066","Zm00001d030908","B3"
"2088","GRMZM2G526668","Zm00001d050394","bHLH"
"2089","GRMZM2G529859","Zm00001d017391","YABBY"
"2090","GRMZM2G531231","Zm00001d045227","M-type_MADS"
"2091","GRMZM2G531738","Zm00001d037836","MYB_related"
"2092","GRMZM2G532534","Zm00001d048391","GATA"
"2093","GRMZM2G544539","Zm00001d023535","ERF"
"2094","GRMZM2G546369","Zm00001d026456","MYB_related"
"2095","GRMZM2G549512","Zm00001d050023","WRKY"
"2096","GRMZM2G553379","Zm00001d013259","MIKC_MADS"
"2097","GRMZM2G582893","Zm00001d013856","NF-YA"
"2098","GRMZM2G589696","Zm00001d051577","Dof"
"2099","GRMZM2G700011","Zm00001d047716","MYB_related"
"2100","GRMZM2G700665","Zm00001d010987","AP2"
"2101","GRMZM2G701063","Zm00001d037118","MYB"
"2102","GRMZM2G701218","Zm00001d038527","G2-like"
"2103","GRMZM2G701689","Zm00001d041445","CPP"
"2104","GRMZM2G702026","Zm00001d016838","ARF"
"2105","GRMZM2G703281","Zm00001d005837","C2H2"
"2106","GRMZM2G703514","Zm00001d028066","AP2"
"2107","GRMZM2G704330","Zm00001d018832","LBD"
"2108","GRMZM5G801627","Zm00001d037769","C3H"
"2109","GRMZM5G803308","Zm00001d046632","MYB"
"2110","GRMZM5G803355","Zm00001d041818","MYB"
"2111","GRMZM5G803812","Zm00001d014201","HD-ZIP"
"2112","GRMZM5G803888","Zm00001d007850","NAC"
"2113","GRMZM5G804893","Zm00001d038396","NF-YB"
"2114","GRMZM5G805026","Zm00001d012516","WOX"
"2115","GRMZM5G805387","Zm00001d010233","MIKC_MADS"
"2116","GRMZM5G805505","Zm00001d002761","ERF"
"2117","GRMZM5G805685","Zm00001d023446","B3"
"2118","GRMZM5G806839","Zm00001d029884","ERF"
"2119","GRMZM5G808366","Zm00001d002929","ARF"
"2120","GRMZM5G809663","Zm00001d030150","NF-YB"
"2121","GRMZM5G812272","Zm00001d011527","WRKY"
"2122","GRMZM5G812774","Zm00001d046305","BES1"
"2123","GRMZM5G813651","Zm00001d042580","NAC"
"2124","GRMZM5G813892","Zm00001d029875","MYB_related"
"2125","GRMZM5G814279","Zm00001d044899","MIKC_MADS"
"2126","GRMZM5G816314","Zm00001d017480","ERF"
"2127","GRMZM5G816457","Zm00001d003331","WRKY"
"2128","GRMZM5G818643","Zm00001d020826","bHLH"
"2129","GRMZM5G818655","Zm00001d040682","Trihelix"
"2130","GRMZM5G818776","Zm00001d049721","bHLH"
"2131","GRMZM5G821024","Zm00001d004857","bZIP"
"2132","GRMZM5G821439","Zm00001d006551","GRAS"
"2133","GRMZM5G821755","Zm00001d041780","ZF-HD"
"2134","GRMZM5G822829","Zm00001d026147","bHLH"
"2135","GRMZM5G823157","Zm00001d017712","WRKY"
"2136","GRMZM5G825321","Zm00001d002718","GRAS"
"2137","GRMZM5G828179","Zm00001d039254","C2H2"
"2138","GRMZM5G828396","Zm00001d031561","bHLH"
"2139","GRMZM5G829103","Zm00001d033215","NF-YA"
"2140","GRMZM5G829408","Zm00001d038664","E2F/DP"
"2141","GRMZM5G830671","Zm00001d036510","HD-ZIP"
"2142","GRMZM5G830949","Zm00001d011470","C3H"
"2143","GRMZM5G832409","Zm00001d035439","TALE"
"2144","GRMZM5G832473","Zm00001d042758","NAC"
"2145","GRMZM5G833032","Zm00001d017609","MYB_related"
"2146","GRMZM5G833253","Zm00001d051520","MYB"
"2147","GRMZM5G834596","Zm00001d039437","DBB"
"2148","GRMZM5G834874","Zm00001d017112","B3"
"2149","GRMZM5G837876","Zm00001d049058","ERF"
"2150","GRMZM5G839518","Zm00001d016873","bHLH"
"2151","GRMZM5G839969","Zm00001d016791","M-type_MADS"
"2152","GRMZM5G842019","Zm00001d021831","C3H"
"2153","GRMZM5G842961","Zm00001d017477","ERF"
"2154","GRMZM5G845296","Zm00001d010472","MYB_related"
"2155","GRMZM5G845366","Zm00001d013497","C3H"
"2156","GRMZM5G846057","Zm00001d039077","ERF"
"2157","GRMZM5G846506","Zm00001d005087","G2-like"
"2158","GRMZM5G847287","Zm00001d006133","MYB_related"
"2159","GRMZM5G848185","Zm00001d018319","MYB_related"
"2160","GRMZM5G848942","Zm00001d043908","bZIP"
"2161","GRMZM5G849600","Zm00001d044272","bHLH"
"2162","GRMZM5G849788","Zm00001d016836","C3H"
"2163","GRMZM5G850092","Zm00001d052798","Trihelix"
"2164","GRMZM5G850129","Zm00001d037117","GRF"
"2165","GRMZM5G852704","Zm00001d044857","ERF"
"2166","GRMZM5G852801","Zm00001d039439","BES1"
"2167","GRMZM5G853066","Zm00001d013792","M-type_MADS"
"2168","GRMZM5G853392","Zm00001d013346","GRF"
"2169","GRMZM5G853836","Zm00001d031092","NF-YA"
"2170","GRMZM5G856837","Zm00001d014995","bHLH"
"2171","GRMZM5G857701","Zm00001d018435","NAC"
"2172","GRMZM5G857944","Zm00001d018255","NF-YA"
"2173","GRMZM5G858197","Zm00001d042721","bZIP"
"2174","GRMZM5G862109","Zm00001d034629","AP2"
"2175","GRMZM5G863198","Zm00001d016257","bHLH"
"2176","GRMZM5G863420","Zm00001d038843","WRKY"
"2177","GRMZM5G865967","Zm00001d031044","bHLH"
"2178","GRMZM5G866699","Zm00001d012445","NF-YB"
"2179","GRMZM5G868061","Zm00001d039635","BES1"
"2180","GRMZM5G868355","Zm00001d048604","GRAS"
"2181","GRMZM5G868471","Zm00001d009823","LBD"
"2182","GRMZM5G868875","Zm00001d013138","GeBP"
"2183","GRMZM5G869984","Zm00001d003037","G2-like"
"2184","GRMZM5G870592","Zm00001d034467","MYB"
"2185","GRMZM5G871347","Zm00001d039244","WRKY"
"2186","GRMZM5G873586","Zm00001d023316","LBD"
"2187","GRMZM5G874163","Zm00001d012731","ARF"
"2188","GRMZM5G878490","Zm00001d007891","M-type_MADS"
"2189","GRMZM5G878561","Zm00001d042319","SBP"
"2190","GRMZM5G879527","Zm00001d031441","bHLH"
"2191","GRMZM5G880069","Zm00001d013708","WRKY"
"2192","GRMZM5G882527","Zm00001d031665","bHLH"
"2193","GRMZM5G883760","Zm00001d029584","C2H2"
"2194","GRMZM5G884137","Zm00001d026113","C2H2"
"2195","GRMZM5G884349","Zm00001d024285","bZIP"
"2196","GRMZM5G885329","Zm00001d021422","NAC"
"2197","GRMZM5G885700","Zm00001d016793","C2H2"
"2198","GRMZM5G887276","Zm00001d027492","G2-like"
"2199","GRMZM5G887286","Zm00001d007339","C2H2"
"2200","GRMZM5G887975","Zm00001d009604","GATA"
"2201","GRMZM5G889326","Zm00001d037901","GRAS"
"2202","GRMZM5G889719","Zm00001d000179","ERF"
"2203","GRMZM5G891280","Zm00001d039080","M-type_MADS"
"2204","GRMZM5G894234","Zm00001d048059","NAC"
"2205","GRMZM5G895672","Zm00001d048600","GRAS"
"2206","GRMZM5G896413","Zm00001d028314","bHLH"
"2207","GRMZM5G898290","Zm00001d050893","NAC"
"2208","GRMZM5G898314","Zm00001d012092","C2H2"
"2209","GRMZM5G899865","Zm00001d033729","bHLH"
"2210","GRMZM6G039492","Zm00001d034181","G2-like"
"2211","GRMZM6G287292","Zm00001d039439","BES1"
"2212","GRMZM6G787651","Zm00001d022525","Dof"
